"75CSV  	",
1625.8,-41.178
1625.9,-41.152
1626,-41.17
1626.1,-41.154
1626.2,-41.2
1626.3,-41.221
1626.4,-41.227
1626.5,-41.274
1626.6,-41.364
1626.7,-41.409
1626.8,-41.47
1626.9,-41.499
1627,-41.529
1627.1,-41.575
1627.2,-41.604
1627.3,-41.656
1627.4,-41.692
1627.5,-41.754
1627.6,-41.86
1627.7,-41.91
1627.8,-41.99
1627.9,-42.007
1628,-41.992
1628.1,-41.954
1628.2,-41.932
1628.3,-41.936
1628.4,-41.956
1628.5,-41.934
1628.6,-41.946
1628.7,-41.929
1628.8,-41.895
1628.9,-41.872
1629,-41.8
1629.1,-41.744
1629.2,-41.683
1629.3,-41.655
1629.4,-41.561
1629.5,-41.486
1629.6,-41.445
1629.7,-41.376
1629.8,-41.374
1629.9,-41.372
1630,-41.334
1630.1,-41.344
1630.2,-41.304
1630.3,-41.256
1630.4,-41.243
1630.5,-41.162
1630.6,-41.176
1630.7,-41.188
1630.8,-41.174
1630.9,-41.221
1631,-41.226
1631.1,-41.261
1631.2,-41.271
1631.3,-41.271
1631.4,-41.289
1631.5,-41.283
1631.6,-41.335
1631.7,-41.348
1631.8,-41.408
1631.9,-41.417
1632,-41.481
1632.1,-41.515
1632.2,-41.536
1632.3,-41.603
1632.4,-41.599
1632.5,-41.613
1632.6,-41.627
1632.7,-41.646
1632.8,-41.603
1632.9,-41.611
1633,-41.649
1633.1,-41.697
1633.2,-41.711
1633.3,-41.706
1633.4,-41.721
1633.5,-41.685
1633.6,-41.667
1633.7,-41.58
1633.8,-41.529
1633.9,-41.51
1634,-41.493
1634.1,-41.49
1634.2,-41.484
1634.3,-41.449
1634.4,-41.443
1634.5,-41.388
1634.6,-41.347
1634.7,-41.326
1634.8,-41.268
1634.9,-41.251
1635,-41.224
1635.1,-41.155
1635.2,-41.129
1635.3,-41.116
1635.4,-41.132
1635.5,-41.14
1635.6,-41.149
1635.7,-41.145
1635.8,-41.158
1635.9,-41.139
1636,-41.124
1636.1,-41.102
1636.2,-41.108
1636.3,-41.139
1636.4,-41.199
1636.5,-41.217
1636.6,-41.248
1636.7,-41.307
1636.8,-41.308
1636.9,-41.358
1637,-41.322
1637.1,-41.36
1637.2,-41.365
1637.3,-41.407
1637.4,-41.423
1637.5,-41.434
1637.6,-41.456
1637.7,-41.513
1637.8,-41.526
1637.9,-41.553
1638,-41.575
1638.1,-41.54
1638.2,-41.514
1638.3,-41.489
1638.4,-41.47
1638.5,-41.461
1638.6,-41.441
1638.7,-41.434
1638.8,-41.45
1638.9,-41.41
1639,-41.4
1639.1,-41.385
1639.2,-41.357
1639.3,-41.281
1639.4,-41.226
1639.5,-41.206
1639.6,-41.174
1639.7,-41.179
1639.8,-41.172
1639.9,-41.136
1640,-41.135
1640.1,-41.138
1640.2,-41.069
1640.3,-41.063
1640.4,-41.035
1640.5,-41.061
1640.6,-41.053
1640.7,-41.016
1640.8,-41.005
1640.9,-41.05
1641,-41.064
1641.1,-41.084
1641.2,-41.118
1641.3,-41.115
1641.4,-41.131
1641.5,-41.155
1641.6,-41.125
1641.7,-41.093
1641.8,-41.144
1641.9,-41.167
1642,-41.187
1642.1,-41.227
1642.2,-41.213
1642.3,-41.232
1642.4,-41.262
1642.5,-41.236
1642.6,-41.217
1642.7,-41.224
1642.8,-41.211
1642.9,-41.199
1643,-41.228
1643.1,-41.23
1643.2,-41.239
1643.3,-41.246
1643.4,-41.253
1643.5,-41.24
1643.6,-41.189
1643.7,-41.16
1643.8,-41.174
1643.9,-41.126
1644,-41.082
1644.1,-41.073
1644.2,-41.051
1644.3,-41.055
1644.4,-41.006
1644.5,-40.958
1644.6,-40.964
1644.7,-40.92
1644.8,-40.88
1644.9,-40.854
1645,-40.842
1645.1,-40.807
1645.2,-40.811
1645.3,-40.825
1645.4,-40.83
1645.5,-40.822
1645.6,-40.825
1645.7,-40.832
1645.8,-40.82
1645.9,-40.813
1646,-40.839
1646.1,-40.85
1646.2,-40.833
1646.3,-40.841
1646.4,-40.831
1646.5,-40.898
1646.6,-40.904
1646.7,-40.905
1646.8,-40.933
1646.9,-40.904
1647,-40.914
1647.1,-40.958
1647.2,-40.927
1647.3,-40.926
1647.4,-40.929
1647.5,-40.954
1647.6,-40.961
1647.7,-41.01
1647.8,-40.987
1647.9,-40.971
1648,-40.992
1648.1,-40.98
1648.2,-40.938
1648.3,-40.892
1648.4,-40.885
1648.5,-40.875
1648.6,-40.868
1648.7,-40.845
1648.8,-40.84
1648.9,-40.822
1649,-40.827
1649.1,-40.826
1649.2,-40.842
1649.3,-40.803
1649.4,-40.793
1649.5,-40.804
1649.6,-40.75
1649.7,-40.7
1649.8,-40.683
1649.9,-40.739
1650,-40.728
1650.1,-40.729
1650.2,-40.731
1650.3,-40.72
1650.4,-40.711
1650.5,-40.687
1650.6,-40.698
1650.7,-40.658
1650.8,-40.704
1650.9,-40.682
1651,-40.66
1651.1,-40.666
1651.2,-40.645
1651.3,-40.674
1651.4,-40.709
1651.5,-40.725
1651.6,-40.69
1651.7,-40.679
1651.8,-40.704
1651.9,-40.701
1652,-40.668
1652.1,-40.661
1652.2,-40.67
1652.3,-40.722
1652.4,-40.747
1652.5,-40.737
1652.6,-40.712
1652.7,-40.721
1652.8,-40.721
1652.9,-40.727
1653,-40.68
1653.1,-40.639
1653.2,-40.678
1653.3,-40.656
1653.4,-40.651
1653.5,-40.661
1653.6,-40.627
1653.7,-40.629
1653.8,-40.637
1653.9,-40.583
1654,-40.549
1654.1,-40.528
1654.2,-40.541
1654.3,-40.487
1654.4,-40.464
1654.5,-40.448
1654.6,-40.428
1654.7,-40.452
1654.8,-40.47
1654.9,-40.454
1655,-40.429
1655.1,-40.434
1655.2,-40.452
1655.3,-40.392
1655.4,-40.351
1655.5,-40.355
1655.6,-40.397
1655.7,-40.396
1655.8,-40.402
1655.9,-40.406
1656,-40.44
1656.1,-40.437
1656.2,-40.429
1656.3,-40.419
1656.4,-40.372
1656.5,-40.358
1656.6,-40.385
1656.7,-40.434
1656.8,-40.405
1656.9,-40.408
1657,-40.451
1657.1,-40.47
1657.2,-40.476
1657.3,-40.485
1657.4,-40.462
1657.5,-40.45
1657.6,-40.445
1657.7,-40.445
1657.8,-40.401
1657.9,-40.377
1658,-40.434
1658.1,-40.485
1658.2,-40.484
1658.3,-40.465
1658.4,-40.453
1658.5,-40.464
1658.6,-40.446
1658.7,-40.407
1658.8,-40.354
1658.9,-40.355
1659,-40.36
1659.1,-40.358
1659.2,-40.361
1659.3,-40.354
1659.4,-40.34
1659.5,-40.383
1659.6,-40.399
1659.7,-40.35
1659.8,-40.315
1659.9,-40.314
1660,-40.295
1660.1,-40.293
1660.2,-40.259
1660.3,-40.231
1660.4,-40.292
1660.5,-40.326
1660.6,-40.33
1660.7,-40.339
1660.8,-40.293
1660.9,-40.296
1661,-40.323
1661.1,-40.276
1661.2,-40.25
1661.3,-40.258
1661.4,-40.315
1661.5,-40.322
1661.6,-40.343
1661.7,-40.363
1661.8,-40.364
1661.9,-40.4
1662,-40.396
1662.1,-40.389
1662.2,-40.332
1662.3,-40.329
1662.4,-40.365
1662.5,-40.367
1662.6,-40.345
1662.7,-40.347
1662.8,-40.429
1662.9,-40.463
1663,-40.433
1663.1,-40.409
1663.2,-40.375
1663.3,-40.386
1663.4,-40.356
1663.5,-40.311
1663.6,-40.29
1663.7,-40.265
1663.8,-40.307
1663.9,-40.365
1664,-40.343
1664.1,-40.344
1664.2,-40.322
1664.3,-40.344
1664.4,-40.317
1664.5,-40.249
1664.6,-40.251
1664.7,-40.223
1664.8,-40.245
1664.9,-40.26
1665,-40.274
1665.1,-40.256
1665.2,-40.278
1665.3,-40.31
1665.4,-40.318
1665.5,-40.276
1665.6,-40.244
1665.7,-40.23
1665.8,-40.237
1665.9,-40.229
1666,-40.207
1666.1,-40.237
1666.2,-40.286
1666.3,-40.328
1666.4,-40.345
1666.5,-40.347
1666.6,-40.328
1666.7,-40.353
1666.8,-40.345
1666.9,-40.316
1667,-40.302
1667.1,-40.287
1667.2,-40.338
1667.3,-40.407
1667.4,-40.398
1667.5,-40.393
1667.6,-40.419
1667.7,-40.431
1667.8,-40.433
1667.9,-40.405
1668,-40.355
1668.1,-40.329
1668.2,-40.34
1668.3,-40.36
1668.4,-40.323
1668.5,-40.3
1668.6,-40.343
1668.7,-40.385
1668.8,-40.395
1668.9,-40.345
1669,-40.31
1669.1,-40.282
1669.2,-40.274
1669.3,-40.27
1669.4,-40.215
1669.5,-40.191
1669.6,-40.248
1669.7,-40.278
1669.8,-40.297
1669.9,-40.32
1670,-40.29
1670.1,-40.294
1670.2,-40.328
1670.3,-40.277
1670.4,-40.238
1670.5,-40.231
1670.6,-40.237
1670.7,-40.261
1670.8,-40.26
1670.9,-40.266
1671,-40.269
1671.1,-40.281
1671.2,-40.306
1671.3,-40.303
1671.4,-40.286
1671.5,-40.263
1671.6,-40.28
1671.7,-40.306
1671.8,-40.294
1671.9,-40.265
1672,-40.288
1672.1,-40.353
1672.2,-40.373
1672.3,-40.364
1672.4,-40.351
1672.5,-40.369
1672.6,-40.369
1672.7,-40.36
1672.8,-40.331
1672.9,-40.325
1673,-40.307
1673.1,-40.342
1673.2,-40.372
1673.3,-40.378
1673.4,-40.349
1673.5,-40.357
1673.6,-40.391
1673.7,-40.35
1673.8,-40.334
1673.9,-40.279
1674,-40.279
1674.1,-40.319
1674.2,-40.289
1674.3,-40.272
1674.4,-40.278
1674.5,-40.278
1674.6,-40.322
1674.7,-40.303
1674.8,-40.301
1674.9,-40.25
1675,-40.23
1675.1,-40.241
1675.2,-40.208
1675.3,-40.201
1675.4,-40.184
1675.5,-40.239
1675.6,-40.259
1675.7,-40.252
1675.8,-40.267
1675.9,-40.243
1676,-40.267
1676.1,-40.287
1676.2,-40.266
1676.3,-40.219
1676.4,-40.226
1676.5,-40.253
1676.6,-40.274
1676.7,-40.262
1676.8,-40.263
1676.9,-40.279
1677,-40.313
1677.1,-40.341
1677.2,-40.341
1677.3,-40.312
1677.4,-40.315
1677.5,-40.342
1677.6,-40.38
1677.7,-40.331
1677.8,-40.294
1677.9,-40.32
1678,-40.377
1678.1,-40.387
1678.2,-40.384
1678.3,-40.364
1678.4,-40.376
1678.5,-40.365
1678.6,-40.363
1678.7,-40.312
1678.8,-40.289
1678.9,-40.275
1679,-40.303
1679.1,-40.338
1679.2,-40.305
1679.3,-40.278
1679.4,-40.315
1679.5,-40.312
1679.6,-40.316
1679.7,-40.304
1679.8,-40.288
1679.9,-40.281
1680,-40.315
1680.1,-40.353
1680.2,-40.312
1680.3,-40.313
1680.4,-40.336
1680.5,-40.395
1680.6,-40.407
1680.7,-40.377
1680.8,-40.357
1680.9,-40.38
1681,-40.396
1681.1,-40.396
1681.2,-40.372
1681.3,-40.332
1681.4,-40.365
1681.5,-40.426
1681.6,-40.446
1681.7,-40.421
1681.8,-40.43
1681.9,-40.425
1682,-40.486
1682.1,-40.467
1682.2,-40.424
1682.3,-40.41
1682.4,-40.452
1682.5,-40.505
1682.6,-40.513
1682.7,-40.516
1682.8,-40.492
1682.9,-40.529
1683,-40.556
1683.1,-40.535
1683.2,-40.534
1683.3,-40.498
1683.4,-40.52
1683.5,-40.551
1683.6,-40.545
1683.7,-40.497
1683.8,-40.492
1683.9,-40.509
1684,-40.569
1684.1,-40.521
1684.2,-40.502
1684.3,-40.503
1684.4,-40.542
1684.5,-40.514
1684.6,-40.476
1684.7,-40.441
1684.8,-40.456
1684.9,-40.488
1685,-40.516
1685.1,-40.524
1685.2,-40.488
1685.3,-40.494
1685.4,-40.538
1685.5,-40.542
1685.6,-40.54
1685.7,-40.509
1685.8,-40.504
1685.9,-40.579
1686,-40.587
1686.1,-40.552
1686.2,-40.554
1686.3,-40.556
1686.4,-40.603
1686.5,-40.622
1686.6,-40.611
1686.7,-40.607
1686.8,-40.594
1686.9,-40.647
1687,-40.67
1687.1,-40.625
1687.2,-40.613
1687.3,-40.659
1687.4,-40.714
1687.5,-40.723
1687.6,-40.707
1687.7,-40.697
1687.8,-40.718
1687.9,-40.744
1688,-40.771
1688.1,-40.727
1688.2,-40.688
1688.3,-40.719
1688.4,-40.759
1688.5,-40.764
1688.6,-40.758
1688.7,-40.713
1688.8,-40.722
1688.9,-40.77
1689,-40.786
1689.1,-40.74
1689.2,-40.713
1689.3,-40.741
1689.4,-40.77
1689.5,-40.782
1689.6,-40.749
1689.7,-40.745
1689.8,-40.762
1689.9,-40.813
1690,-40.829
1690.1,-40.817
1690.2,-40.792
1690.3,-40.796
1690.4,-40.828
1690.5,-40.822
1690.6,-40.793
1690.7,-40.795
1690.8,-40.838
1690.9,-40.873
1691,-40.911
1691.1,-40.874
1691.2,-40.869
1691.3,-40.913
1691.4,-40.954
1691.5,-40.962
1691.6,-40.952
1691.7,-40.928
1691.8,-40.965
1691.9,-41.012
1692,-41.028
1692.1,-41.02
1692.2,-41.003
1692.3,-41.034
1692.4,-41.107
1692.5,-41.089
1692.6,-41.067
1692.7,-41.063
1692.8,-41.072
1692.9,-41.09
1693,-41.098
1693.1,-41.068
1693.2,-41.032
1693.3,-41.053
1693.4,-41.123
1693.5,-41.154
1693.6,-41.118
1693.7,-41.109
1693.8,-41.125
1693.9,-41.16
1694,-41.164
1694.1,-41.121
1694.2,-41.116
1694.3,-41.109
1694.4,-41.158
1694.5,-41.179
1694.6,-41.129
1694.7,-41.125
1694.8,-41.152
1694.9,-41.177
1695,-41.201
1695.1,-41.181
1695.2,-41.144
1695.3,-41.152
1695.4,-41.203
1695.5,-41.208
1695.6,-41.18
1695.7,-41.162
1695.8,-41.194
1695.9,-41.254
1696,-41.283
1696.1,-41.249
1696.2,-41.251
1696.3,-41.24
1696.4,-41.279
1696.5,-41.314
1696.6,-41.272
1696.7,-41.275
1696.8,-41.296
1696.9,-41.368
1697,-41.385
1697.1,-41.385
1697.2,-41.359
1697.3,-41.398
1697.4,-41.429
1697.5,-41.448
1697.6,-41.426
1697.7,-41.401
1697.8,-41.415
1697.9,-41.483
1698,-41.474
1698.1,-41.444
1698.2,-41.44
1698.3,-41.456
1698.4,-41.508
1698.5,-41.524
1698.6,-41.475
1698.7,-41.451
1698.8,-41.455
1698.9,-41.507
1699,-41.491
1699.1,-41.465
1699.2,-41.45
1699.3,-41.432
1699.4,-41.508
1699.5,-41.541
1699.6,-41.549
1699.7,-41.528
1699.8,-41.537
1699.9,-41.567
1700,-41.581
1700.1,-41.55
1700.2,-41.514
1700.3,-41.546
1700.4,-41.57
1700.5,-41.62
1700.6,-41.617
1700.7,-41.587
1700.8,-41.606
1700.9,-41.668
1701,-41.694
1701.1,-41.686
1701.2,-41.653
1701.3,-41.646
1701.4,-41.683
1701.5,-41.697
1701.6,-41.671
1701.7,-41.688
1701.8,-41.719
1701.9,-41.785
1702,-41.858
1702.1,-41.856
1702.2,-41.83
1702.3,-41.82
1702.4,-41.844
1702.5,-41.864
1702.6,-41.833
1702.7,-41.799
1702.8,-41.829
1702.9,-41.86
1703,-41.905
1703.1,-41.902
1703.2,-41.887
1703.3,-41.915
1703.4,-41.959
1703.5,-42.013
1703.6,-41.984
1703.7,-41.926
1703.8,-41.917
1703.9,-41.942
1704,-41.989
1704.1,-41.979
1704.2,-41.947
1704.3,-41.966
1704.4,-41.998
1704.5,-42.04
1704.6,-42.045
1704.7,-41.977
1704.8,-41.963
1704.9,-41.995
1705,-42.008
1705.1,-41.995
1705.2,-41.972
1705.3,-41.957
1705.4,-41.993
1705.5,-42.077
1705.6,-42.078
1705.7,-42.064
1705.8,-42.088
1705.9,-42.101
1706,-42.117
1706.1,-42.105
1706.2,-42.067
1706.3,-42.046
1706.4,-42.079
1706.5,-42.152
1706.6,-42.176
1706.7,-42.137
1706.8,-42.153
1706.9,-42.188
1707,-42.243
1707.1,-42.246
1707.2,-42.206
1707.3,-42.198
1707.4,-42.183
1707.5,-42.213
1707.6,-42.201
1707.7,-42.172
1707.8,-42.183
1707.9,-42.214
1708,-42.261
1708.1,-42.306
1708.2,-42.301
1708.3,-42.249
1708.4,-42.25
1708.5,-42.267
1708.6,-42.27
1708.7,-42.252
1708.8,-42.215
1708.9,-42.222
1709,-42.283
1709.1,-42.308
1709.2,-42.301
1709.3,-42.3
1709.4,-42.321
1709.5,-42.36
1709.6,-42.392
1709.7,-42.35
1709.8,-42.297
1709.9,-42.308
1710,-42.323
1710.1,-42.324
1710.2,-42.338
1710.3,-42.325
1710.4,-42.345
1710.5,-42.387
1710.6,-42.448
1710.7,-42.448
1710.8,-42.407
1710.9,-42.361
1711,-42.369
1711.1,-42.376
1711.2,-42.38
1711.3,-42.354
1711.4,-42.343
1711.5,-42.393
1711.6,-42.446
1711.7,-42.5
1711.8,-42.501
1711.9,-42.467
1712,-42.473
1712.1,-42.518
1712.2,-42.511
1712.3,-42.475
1712.4,-42.446
1712.5,-42.44
1712.6,-42.478
1712.7,-42.519
1712.8,-42.542
1712.9,-42.529
1713,-42.573
1713.1,-42.609
1713.2,-42.667
1713.3,-42.665
1713.4,-42.602
1713.5,-42.578
1713.6,-42.585
1713.7,-42.579
1713.8,-42.579
1713.9,-42.542
1714,-42.56
1714.1,-42.616
1714.2,-42.655
1714.3,-42.691
1714.4,-42.674
1714.5,-42.648
1714.6,-42.673
1714.7,-42.682
1714.8,-42.694
1714.9,-42.667
1715,-42.598
1715.1,-42.629
1715.2,-42.684
1715.3,-42.696
1715.4,-42.682
1715.5,-42.679
1715.6,-42.729
1715.7,-42.735
1715.8,-42.755
1715.9,-42.734
1716,-42.653
1716.1,-42.657
1716.2,-42.681
1716.3,-42.689
1716.4,-42.708
1716.5,-42.693
1716.6,-42.707
1716.7,-42.768
1716.8,-42.85
1716.9,-42.835
1717,-42.808
1717.1,-42.808
1717.2,-42.816
1717.3,-42.837
1717.4,-42.839
1717.5,-42.794
1717.6,-42.79
1717.7,-42.831
1717.8,-42.878
1717.9,-42.94
1718,-42.908
1718.1,-42.887
1718.2,-42.931
1718.3,-42.944
1718.4,-42.949
1718.5,-42.935
1718.6,-42.89
1718.7,-42.898
1718.8,-42.919
1718.9,-42.936
1719,-42.917
1719.1,-42.894
1719.2,-42.928
1719.3,-42.972
1719.4,-43.015
1719.5,-43.011
1719.6,-42.959
1719.7,-42.941
1719.8,-42.953
1719.9,-42.953
1720,-42.936
1720.1,-42.921
1720.2,-42.907
1720.3,-42.971
1720.4,-43.032
1720.5,-43.03
1720.6,-43.015
1720.7,-42.989
1720.8,-43.035
1720.9,-43.045
1721,-43.052
1721.1,-43.024
1721.2,-42.986
1721.3,-42.983
1721.4,-43.017
1721.5,-43.042
1721.6,-43.029
1721.7,-43.029
1721.8,-43.097
1721.9,-43.132
1722,-43.176
1722.1,-43.168
1722.2,-43.114
1722.3,-43.09
1722.4,-43.097
1722.5,-43.122
1722.6,-43.117
1722.7,-43.09
1722.8,-43.09
1722.9,-43.134
1723,-43.187
1723.1,-43.204
1723.2,-43.171
1723.3,-43.173
1723.4,-43.191
1723.5,-43.198
1723.6,-43.201
1723.7,-43.17
1723.8,-43.157
1723.9,-43.173
1724,-43.206
1724.1,-43.248
1724.2,-43.251
1724.3,-43.227
1724.4,-43.259
1724.5,-43.275
1724.6,-43.299
1724.7,-43.295
1724.8,-43.229
1724.9,-43.233
1725,-43.229
1725.1,-43.232
1725.2,-43.22
1725.3,-43.212
1725.4,-43.226
1725.5,-43.258
1725.6,-43.29
1725.7,-43.314
1725.8,-43.268
1725.9,-43.239
1726,-43.23
1726.1,-43.235
1726.2,-43.238
1726.3,-43.231
1726.4,-43.194
1726.5,-43.223
1726.6,-43.297
1726.7,-43.302
1726.8,-43.295
1726.9,-43.287
1727,-43.316
1727.1,-43.338
1727.2,-43.371
1727.3,-43.349
1727.4,-43.296
1727.5,-43.313
1727.6,-43.311
1727.7,-43.339
1727.8,-43.324
1727.9,-43.301
1728,-43.325
1728.1,-43.364
1728.2,-43.432
1728.3,-43.407
1728.4,-43.38
1728.5,-43.325
1728.6,-43.346
1728.7,-43.335
1728.8,-43.34
1728.9,-43.306
1729,-43.289
1729.1,-43.316
1729.2,-43.354
1729.3,-43.389
1729.4,-43.382
1729.5,-43.358
1729.6,-43.39
1729.7,-43.389
1729.8,-43.417
1729.9,-43.384
1730,-43.339
1730.1,-43.352
1730.2,-43.356
1730.3,-43.38
1730.4,-43.383
1730.5,-43.349
1730.6,-43.363
1730.7,-43.392
1730.8,-43.423
1730.9,-43.449
1731,-43.416
1731.1,-43.395
1731.2,-43.403
1731.3,-43.391
1731.4,-43.375
1731.5,-43.364
1731.6,-43.334
1731.7,-43.359
1731.8,-43.402
1731.9,-43.42
1732,-43.425
1732.1,-43.392
1732.2,-43.402
1732.3,-43.411
1732.4,-43.397
1732.5,-43.391
1732.6,-43.388
1732.7,-43.378
1732.8,-43.395
1732.9,-43.417
1733,-43.399
1733.1,-43.39
1733.2,-43.41
1733.3,-43.448
1733.4,-43.485
1733.5,-43.503
1733.6,-43.471
1733.7,-43.426
1733.8,-43.419
1733.9,-43.415
1734,-43.399
1734.1,-43.403
1734.2,-43.403
1734.3,-43.437
1734.4,-43.464
1734.5,-43.495
1734.6,-43.479
1734.7,-43.452
1734.8,-43.471
1734.9,-43.468
1735,-43.462
1735.1,-43.458
1735.2,-43.429
1735.3,-43.401
1735.4,-43.43
1735.5,-43.452
1735.6,-43.47
1735.7,-43.469
1735.8,-43.493
1735.9,-43.522
1736,-43.516
1736.1,-43.527
1736.2,-43.519
1736.3,-43.464
1736.4,-43.478
1736.5,-43.484
1736.6,-43.482
1736.7,-43.493
1736.8,-43.465
1736.9,-43.496
1737,-43.529
1737.1,-43.541
1737.2,-43.559
1737.3,-43.557
1737.4,-43.517
1737.5,-43.533
1737.6,-43.519
1737.7,-43.52
1737.8,-43.505
1737.9,-43.483
1738,-43.52
1738.1,-43.527
1738.2,-43.572
1738.3,-43.583
1738.4,-43.559
1738.5,-43.571
1738.6,-43.582
1738.7,-43.604
1738.8,-43.619
1738.9,-43.581
1739,-43.545
1739.1,-43.545
1739.2,-43.528
1739.3,-43.547
1739.4,-43.539
1739.5,-43.547
1739.6,-43.583
1739.7,-43.644
1739.8,-43.674
1739.9,-43.67
1740,-43.63
1740.1,-43.62
1740.2,-43.602
1740.3,-43.582
1740.4,-43.597
1740.5,-43.573
1740.6,-43.587
1740.7,-43.613
1740.8,-43.613
1740.9,-43.645
1741,-43.626
1741.1,-43.62
1741.2,-43.631
1741.3,-43.623
1741.4,-43.602
1741.5,-43.59
1741.6,-43.549
1741.7,-43.543
1741.8,-43.571
1741.9,-43.558
1742,-43.583
1742.1,-43.594
1742.2,-43.611
1742.3,-43.634
1742.4,-43.632
1742.5,-43.645
1742.6,-43.62
1742.7,-43.609
1742.8,-43.625
1742.9,-43.607
1743,-43.59
1743.1,-43.608
1743.2,-43.586
1743.3,-43.618
1743.4,-43.662
1743.5,-43.661
1743.6,-43.697
1743.7,-43.669
1743.8,-43.659
1743.9,-43.676
1744,-43.645
1744.1,-43.636
1744.2,-43.614
1744.3,-43.623
1744.4,-43.658
1744.5,-43.678
1744.6,-43.679
1744.7,-43.68
1744.8,-43.689
1744.9,-43.715
1745,-43.745
1745.1,-43.734
1745.2,-43.73
1745.3,-43.686
1745.4,-43.679
1745.5,-43.682
1745.6,-43.651
1745.7,-43.649
1745.8,-43.654
1745.9,-43.684
1746,-43.732
1746.1,-43.751
1746.2,-43.764
1746.3,-43.743
1746.4,-43.72
1746.5,-43.731
1746.6,-43.719
1746.7,-43.724
1746.8,-43.723
1746.9,-43.713
1747,-43.733
1747.1,-43.748
1747.2,-43.738
1747.3,-43.744
1747.4,-43.749
1747.5,-43.769
1747.6,-43.795
1747.7,-43.794
1747.8,-43.791
1747.9,-43.749
1748,-43.723
1748.1,-43.733
1748.2,-43.724
1748.3,-43.708
1748.4,-43.728
1748.5,-43.747
1748.6,-43.759
1748.7,-43.783
1748.8,-43.781
1748.9,-43.795
1749,-43.771
1749.1,-43.755
1749.2,-43.775
1749.3,-43.743
1749.4,-43.727
1749.5,-43.745
1749.6,-43.726
1749.7,-43.766
1749.8,-43.8
1749.9,-43.809
1750,-43.791
1750.1,-43.781
1750.2,-43.772
1750.3,-43.762
1750.4,-43.729
1750.5,-43.746
1750.6,-43.75
1750.7,-43.736
1750.8,-43.755
1750.9,-43.748
1751,-43.717
1751.1,-43.745
1751.2,-43.747
1751.3,-43.784
1751.4,-43.819
1751.5,-43.793
1751.6,-43.806
1751.7,-43.816
1751.8,-43.787
1751.9,-43.799
1752,-43.772
1752.1,-43.748
1752.2,-43.778
1752.3,-43.787
1752.4,-43.81
1752.5,-43.822
1752.6,-43.792
1752.7,-43.767
1752.8,-43.719
1752.9,-43.697
1753,-43.697
1753.1,-43.691
1753.2,-43.717
1753.3,-43.727
1753.4,-43.737
1753.5,-43.78
1753.6,-43.796
1753.7,-43.838
1753.8,-43.823
1753.9,-43.803
1754,-43.922
1754.1,-43.935
1754.2,-43.91
1754.3,-43.917
1754.4,-43.912
1754.5,-43.903
1754.6,-43.856
1754.7,-43.81
1754.8,-43.831
1754.9,-43.804
1755,-43.809
1755.1,-43.824
1755.2,-43.85
1755.3,-43.85
1755.4,-43.878
1755.5,-43.861
1755.6,-43.878
1755.7,-43.897
1755.8,-43.849
1755.9,-43.838
1756,-43.833
1756.1,-43.84
1756.2,-43.881
1756.3,-43.883
1756.4,-43.859
1756.5,-43.838
1756.6,-43.823
1756.7,-43.847
1756.8,-43.883
1756.9,-43.846
1757,-43.89
1757.1,-43.874
1757.2,-43.857
1757.3,-43.87
1757.4,-43.828
1757.5,-43.796
1757.6,-43.802
1757.7,-43.844
1757.8,-43.916
1757.9,-43.898
1758,-43.867
1758.1,-43.875
1758.2,-43.864
1758.3,-43.843
1758.4,-43.854
1758.5,-43.836
1758.6,-43.853
1758.7,-43.918
1758.8,-43.942
1758.9,-43.964
1759,-43.943
1759.1,-43.902
1759.2,-43.897
1759.3,-43.913
1759.4,-43.91
1759.5,-43.916
1759.6,-43.928
1759.7,-43.979
1759.8,-44.04
1759.9,-44.032
1760,-44
1760.1,-43.966
1760.2,-43.914
1760.3,-43.933
1760.4,-43.958
1760.5,-43.974
1760.6,-43.967
1760.7,-43.968
1760.8,-43.96
1760.9,-43.99
1761,-43.993
1761.1,-43.981
1761.2,-43.947
1761.3,-43.933
1761.4,-43.956
1761.5,-43.98
1761.6,-43.989
1761.7,-43.98
1761.8,-43.97
1761.9,-43.938
1762,-43.989
1762.1,-43.995
1762.2,-43.996
1762.3,-43.972
1762.4,-43.982
1762.5,-44.006
1762.6,-44.027
1762.7,-44.044
1762.8,-44.043
1762.9,-44.037
1763,-44.016
1763.1,-44.043
1763.2,-44.064
1763.3,-44.073
1763.4,-44.073
1763.5,-44.057
1763.6,-44.07
1763.7,-44.105
1763.8,-44.103
1763.9,-44.066
1764,-44.011
1764.1,-44.02
1764.2,-44.053
1764.3,-44.095
1764.4,-44.141
1764.5,-44.102
1764.6,-44.092
1764.7,-44.123
1764.8,-44.108
1764.9,-44.116
1765,-44.097
1765.1,-44.078
1765.2,-44.125
1765.3,-44.164
1765.4,-44.155
1765.5,-44.135
1765.6,-44.098
1765.7,-44.064
1765.8,-44.138
1765.9,-44.175
1766,-44.161
1766.1,-44.164
1766.2,-44.131
1766.3,-44.182
1766.4,-44.181
1766.5,-44.202
1766.6,-44.189
1766.7,-44.135
1766.8,-44.153
1766.9,-44.205
1767,-44.237
1767.1,-44.218
1767.2,-44.207
1767.3,-44.184
1767.4,-44.184
1767.5,-44.216
1767.6,-44.216
1767.7,-44.208
1767.8,-44.153
1767.9,-44.195
1768,-44.26
1768.1,-44.253
1768.2,-44.254
1768.3,-44.212
1768.4,-44.183
